Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
43,Male,17,9751,Fair,High,Average,1,No,92,Bachelor’s Degree,Single,0,Entry,Large,65,No,No,No,Good,Low,Left
18,Male,5,3717,Fair,Medium,Below Average,2,Yes,97,High School,Single,0,Entry,Medium,70,No,No,No,Good,Medium,Left
41,Male,32,8574,Good,High,Average,0,No,31,Associate Degree,Divorced,3,Senior,Medium,67,No,No,No,Good,High,Stayed
46,Male,27,4015,Good,Low,Average,0,Yes,8,Associate Degree,Married,1,Mid,Medium,53,No,No,No,Good,Medium,Stayed
33,Female,25,9727,Excellent,High,High,0,No,80,Associate Degree,Single,2,Mid,Medium,42,No,Yes,No,Good,Medium,Left
18,Male,8,5614,Poor,High,Average,2,Yes,5,Associate Degree,Married,0,Mid,Small,59,No,No,No,Good,High,Stayed
26,Female,11,9434,Fair,High,Average,0,No,95,Associate Degree,Married,1,Senior,Small,24,No,No,No,Good,High,Stayed
51,Male,24,4276,Good,High,Average,0,Yes,48,Bachelor’s Degree,Divorced,1,Mid,Medium,86,Yes,No,Yes,Poor,High,Stayed
28,Male,11,8453,Good,Very High,High,0,No,86,Master’s Degree,Single,0,Entry,Medium,75,No,No,No,Good,High,Left
58,Male,47,8965,Poor,High,Average,0,No,41,PhD,Single,4,Mid,Small,120,Yes,No,No,Good,Medium,Stayed
40,Male,21,3088,Fair,High,Average,3,No,88,Bachelor’s Degree,Single,0,Entry,Large,54,Yes,No,No,Poor,High,Left
31,Male,22,8044,Excellent,Very High,Average,0,No,64,Master’s Degree,Married,0,Mid,Small,41,No,No,Yes,Good,High,Stayed
39,Female,27,9226,Excellent,High,Average,0,Yes,1,Bachelor’s Degree,Married,2,Entry,Medium,55,No,No,Yes,Good,Low,Left
29,Male,3,9052,Good,Very High,Average,0,No,77,High School,Married,1,Senior,Medium,71,No,No,Yes,Good,High,Stayed
53,Male,25,4444,Good,High,High,3,No,91,Master’s Degree,Single,0,Mid,Small,58,No,No,No,Good,High,Left
20,Female,7,5075,Poor,Low,Average,0,Yes,93,High School,Married,3,Senior,Small,37,No,No,Yes,Poor,High,Left
27,Female,12,9353,Good,Very High,Average,0,No,16,Bachelor’s Degree,Married,4,Entry,Medium,69,No,No,Yes,Poor,Medium,Left
34,Male,20,5520,Fair,Medium,Average,0,Yes,64,High School,Married,4,Senior,Medium,53,No,No,No,Good,Medium,Stayed
51,Male,18,9348,Good,High,High,1,No,98,Bachelor’s Degree,Single,3,Entry,Small,68,Yes,No,No,Good,Medium,Stayed
43,Male,4,9514,Good,Very High,High,3,No,84,Master’s Degree,Married,5,Entry,Medium,63,No,No,No,Good,High,Stayed
36,Female,5,6637,Fair,Low,Average,0,No,64,Master’s Degree,Married,0,Entry,Medium,16,No,No,No,Good,High,Left
46,Female,5,6717,Fair,High,Below Average,1,No,15,High School,Single,4,Mid,Small,84,No,No,No,Good,High,Left
54,Female,46,6698,Poor,High,Average,0,No,1,Associate Degree,Married,1,Senior,Large,85,Yes,No,Yes,Good,Medium,Stayed
18,Female,3,7494,Fair,Medium,Average,1,No,58,Associate Degree,Single,1,Senior,Medium,15,No,No,No,Poor,High,Left
23,Female,2,9815,Poor,High,Average,0,No,80,Associate Degree,Single,2,Mid,Small,38,No,No,No,Good,High,Left
29,Male,14,11219,Good,High,Average,0,No,33,Associate Degree,Married,2,Mid,Medium,88,No,No,Yes,Poor,High,Stayed
20,Male,10,8301,Good,Medium,Average,2,No,74,High School,Single,4,Mid,Large,83,Yes,No,No,Good,Medium,Stayed
21,Female,10,8616,Good,High,Average,1,Yes,23,Bachelor’s Degree,Married,3,Mid,Large,65,No,No,Yes,Poor,Medium,Stayed
50,Male,9,9902,Good,High,Average,0,No,35,Associate Degree,Single,0,Mid,Large,13,No,No,No,Fair,Low,Stayed
40,Male,27,6768,Poor,High,Average,3,No,54,Associate Degree,Married,2,Entry,Medium,103,No,No,No,Excellent,Medium,Stayed
20,Male,11,7309,Fair,High,Average,3,No,47,High School,Married,1,Mid,Small,58,Yes,No,Yes,Good,Medium,Stayed
56,Male,28,6218,Fair,Medium,Average,0,Yes,54,PhD,Married,0,Senior,Small,99,No,No,No,Poor,High,Stayed
22,Female,6,5352,Fair,High,Average,0,No,63,Bachelor’s Degree,Married,4,Senior,Medium,30,No,No,No,Good,High,Left
47,Male,12,10969,Excellent,Medium,Average,3,Yes,62,Associate Degree,Single,0,Mid,Medium,47,No,No,No,Fair,High,Left
48,Female,29,3583,Excellent,Medium,Below Average,0,Yes,99,Associate Degree,Married,0,Mid,Small,52,Yes,No,Yes,Poor,High,Stayed
30,Female,3,6705,Good,High,Below Average,0,No,17,Bachelor’s Degree,Divorced,1,Entry,Medium,21,No,No,No,Excellent,Low,Stayed
46,Male,36,5967,Fair,High,Average,0,Yes,10,PhD,Single,2,Entry,Medium,76,Yes,No,No,Good,High,Stayed
36,Female,5,8383,Good,High,High,1,Yes,70,High School,Single,2,Senior,Medium,39,No,No,No,Good,Low,Left
32,Male,21,8149,Good,Medium,Average,2,No,19,High School,Divorced,2,Mid,Medium,30,No,No,No,Excellent,Medium,Stayed
29,Male,11,7969,Poor,Low,High,1,Yes,40,High School,Married,1,Senior,Small,88,No,No,No,Good,Very High,Stayed
46,Male,10,11150,Fair,Medium,Below Average,1,No,3,Associate Degree,Divorced,0,Mid,Small,76,No,No,No,Good,High,Stayed
47,Female,14,4750,Good,Medium,Average,0,No,64,High School,Married,1,Entry,Medium,58,No,No,No,Poor,Medium,Left
46,Male,22,5179,Fair,Medium,Average,1,Yes,89,High School,Divorced,0,Entry,Medium,80,Yes,No,No,Good,Very High,Left
38,Male,8,7973,Fair,High,Low,0,Yes,38,Master’s Degree,Married,0,Mid,Medium,21,No,No,No,Good,High,Left
28,Male,3,10231,Good,Medium,High,2,No,53,Bachelor’s Degree,Divorced,2,Entry,Large,7,No,No,No,Poor,Medium,Left
59,Female,25,9658,Fair,Low,High,0,No,48,Master’s Degree,Married,1,Entry,Small,55,No,No,No,Fair,Very High,Left
31,Female,19,10739,Good,High,Average,0,No,94,High School,Married,1,Entry,Small,55,No,No,No,Fair,Low,Left
20,Male,2,7773,Fair,High,Low,1,No,78,High School,Married,3,Senior,Medium,14,No,No,No,Poor,Low,Stayed
39,Male,8,8355,Good,High,Average,0,Yes,38,Master’s Degree,Married,0,Mid,Large,84,Yes,No,No,Poor,Medium,Left
59,Female,6,5863,Poor,Low,Average,0,No,25,Master’s Degree,Married,4,Entry,Medium,64,No,Yes,No,Good,Medium,Left
58,Male,25,6482,Poor,Medium,Average,3,No,53,High School,Divorced,3,Mid,Large,45,No,No,No,Fair,Medium,Stayed
28,Male,7,4982,Fair,High,Average,2,Yes,69,Associate Degree,Married,3,Mid,Small,43,No,No,No,Fair,Low,Stayed
43,Male,13,8757,Good,High,Below Average,0,No,71,High School,Single,0,Mid,Large,14,No,No,No,Excellent,Medium,Left
24,Female,13,5832,Poor,High,Average,1,No,11,High School,Married,3,Entry,Small,88,No,No,No,Good,High,Left
51,Male,33,7483,Poor,High,Average,0,No,96,Bachelor’s Degree,Married,3,Mid,Large,61,Yes,No,No,Fair,Medium,Stayed
39,Male,7,9273,Fair,High,Average,0,No,8,High School,Married,1,Senior,Large,65,No,No,Yes,Good,Low,Left
21,Male,1,4575,Poor,Very High,Below Average,0,Yes,93,Associate Degree,Married,0,Entry,Medium,70,No,No,No,Good,Low,Left
32,Male,7,8614,Excellent,Very High,Average,2,No,59,Associate Degree,Single,0,Entry,Large,76,No,No,No,Excellent,High,Left
36,Female,7,2075,Good,High,Below Average,2,Yes,82,Bachelor’s Degree,Single,3,Mid,Small,9,No,No,No,Good,High,Left
36,Male,10,11556,Fair,Very High,Average,2,Yes,30,High School,Single,2,Mid,Large,54,Yes,No,No,Good,High,Stayed
40,Male,29,9870,Fair,High,High,2,No,21,PhD,Married,2,Entry,Large,45,Yes,No,No,Excellent,Low,Stayed
19,Male,10,7708,Fair,Very High,High,0,No,49,Bachelor’s Degree,Single,1,Mid,Small,44,No,No,No,Fair,Medium,Left
25,Male,5,7874,Excellent,High,High,0,Yes,40,Bachelor’s Degree,Married,0,Entry,Medium,69,No,No,No,Fair,Medium,Left
54,Male,4,9262,Good,Low,Average,0,No,41,Bachelor’s Degree,Single,3,Senior,Large,67,No,No,No,Good,Medium,Stayed
30,Male,2,8126,Fair,Medium,Below Average,0,No,99,Bachelor’s Degree,Divorced,3,Senior,Medium,35,No,No,No,Fair,Low,Stayed
58,Female,2,5966,Good,Very High,Average,1,Yes,32,Associate Degree,Single,3,Mid,Small,39,No,No,No,Fair,Medium,Left
29,Female,19,5887,Good,High,Average,1,No,89,Bachelor’s Degree,Married,0,Mid,Large,39,No,No,No,Good,Medium,Stayed
34,Female,25,5587,Poor,High,Average,0,Yes,39,Bachelor’s Degree,Divorced,1,Mid,Medium,38,No,No,No,Poor,Low,Left
20,Female,10,7584,Poor,High,Low,1,No,29,Bachelor’s Degree,Divorced,3,Entry,Large,70,Yes,No,No,Good,Medium,Left
56,Female,29,8204,Fair,High,Average,0,No,80,High School,Single,3,Mid,Medium,103,No,No,No,Good,Very High,Stayed
34,Male,10,8721,Excellent,Low,Average,0,No,76,Associate Degree,Married,0,Entry,Large,11,Yes,No,No,Good,Low,Stayed
28,Male,11,5344,Poor,High,Average,2,Yes,22,Associate Degree,Single,1,Senior,Medium,17,No,No,No,Good,Medium,Left
48,Male,17,9470,Excellent,Medium,Average,0,Yes,75,Bachelor’s Degree,Single,0,Mid,Large,62,No,No,No,Good,High,Left
32,Male,2,9870,Good,Very High,Average,2,No,38,Master’s Degree,Single,1,Mid,Large,33,No,No,No,Fair,Low,Left
23,Male,4,6330,Good,High,High,0,No,73,High School,Married,2,Entry,Medium,25,Yes,No,No,Good,Medium,Stayed
29,Female,21,6366,Good,Very High,High,0,No,95,Master’s Degree,Married,0,Senior,Medium,97,No,No,No,Excellent,Very High,Stayed
54,Female,40,4713,Excellent,Very High,High,1,No,84,Associate Degree,Divorced,0,Senior,Medium,72,Yes,No,No,Good,Low,Stayed
39,Male,18,8756,Good,High,Average,0,No,84,Bachelor’s Degree,Married,2,Entry,Medium,50,No,No,No,Poor,Low,Stayed
31,Male,16,5722,Fair,Low,Average,0,Yes,14,Bachelor’s Degree,Married,0,Entry,Medium,77,No,No,No,Poor,Very High,Left
41,Male,24,9033,Fair,Medium,Average,1,No,30,Master’s Degree,Married,1,Mid,Medium,76,No,No,No,Good,Low,Left
59,Male,22,5890,Poor,Very High,Below Average,2,No,71,High School,Single,1,Mid,Medium,45,No,No,No,Poor,Low,Left
36,Male,5,8150,Good,Very High,High,2,No,41,Bachelor’s Degree,Married,1,Mid,Medium,55,No,No,No,Excellent,Low,Stayed
40,Female,14,8589,Good,Medium,Average,4,No,35,Bachelor’s Degree,Married,2,Mid,Medium,81,No,No,No,Poor,Very High,Stayed
18,Female,9,7301,Good,Medium,Average,0,Yes,31,High School,Single,1,Entry,Medium,38,No,No,No,Good,High,Left
46,Female,22,8866,Good,High,Average,1,No,72,Associate Degree,Married,2,Senior,Large,100,No,No,No,Fair,Medium,Left
38,Male,28,6248,Fair,Low,Average,3,No,33,Bachelor’s Degree,Married,5,Mid,Medium,58,No,No,Yes,Good,High,Stayed
44,Male,19,7148,Good,High,Average,3,No,69,Bachelor’s Degree,Married,0,Mid,Medium,24,Yes,No,No,Good,High,Stayed
50,Male,28,6776,Poor,High,Average,0,No,16,Master’s Degree,Divorced,3,Senior,Large,106,No,No,No,Fair,High,Stayed
24,Female,1,7800,Poor,Low,Average,0,Yes,87,Bachelor’s Degree,Married,0,Entry,Medium,40,No,No,No,Fair,Medium,Left
29,Male,14,4954,Excellent,High,Average,3,No,58,PhD,Divorced,1,Entry,Medium,65,No,No,No,Good,Low,Stayed
24,Male,10,4900,Poor,Medium,Average,0,Yes,14,High School,Divorced,1,Mid,Large,47,No,No,No,Excellent,High,Left
36,Female,25,10579,Good,High,Below Average,2,Yes,26,Bachelor’s Degree,Married,0,Mid,Small,42,No,No,Yes,Good,Low,Stayed
33,Female,4,6184,Excellent,Medium,High,0,No,10,Master’s Degree,Divorced,2,Senior,Large,40,No,No,No,Good,High,Stayed
42,Female,30,11582,Fair,High,Average,0,Yes,88,Associate Degree,Single,4,Senior,Small,64,No,No,No,Good,Medium,Stayed
52,Female,11,6213,Excellent,Medium,High,2,No,98,Associate Degree,Married,4,Mid,Small,79,No,No,No,Good,Low,Stayed
30,Female,2,3416,Good,Very High,Average,0,No,71,Associate Degree,Divorced,5,Mid,Small,25,No,No,Yes,Good,High,Left
21,Female,10,7659,Good,Medium,Average,1,No,94,High School,Married,1,Mid,Medium,11,Yes,No,No,Fair,High,Stayed
36,Female,9,9055,Excellent,High,Average,0,No,61,Bachelor’s Degree,Divorced,4,Mid,Large,24,Yes,No,Yes,Good,Medium,Stayed
48,Male,17,9817,Good,Low,Average,1,No,73,High School,Married,0,Entry,Small,86,No,No,Yes,Good,High,Left
57,Male,28,9175,Fair,Medium,Average,0,No,30,High School,Married,1,Entry,Medium,50,No,No,No,Good,Low,Left
55,Male,33,5984,Good,Medium,Average,0,No,41,Bachelor’s Degree,Married,0,Entry,Medium,89,No,No,No,Good,Very High,Stayed
34,Male,5,6191,Excellent,High,High,0,No,38,Associate Degree,Single,1,Entry,Medium,48,No,No,No,Good,Low,Left
32,Male,5,10639,Poor,Very High,High,4,No,4,Master’s Degree,Single,2,Mid,Medium,69,No,No,No,Good,Low,Stayed
30,Female,16,8561,Excellent,High,High,2,No,53,High School,Single,2,Entry,Large,95,Yes,No,No,Excellent,Low,Left
52,Male,20,8055,Poor,Very High,Average,4,Yes,18,High School,Single,1,Entry,Medium,51,Yes,No,No,Fair,High,Left
46,Male,29,8780,Fair,High,Average,1,No,1,Bachelor’s Degree,Married,3,Mid,Medium,64,No,No,No,Good,Low,Stayed
58,Female,30,3925,Good,Medium,High,1,No,19,Bachelor’s Degree,Married,3,Entry,Medium,76,No,No,No,Poor,High,Stayed
28,Female,6,6256,Poor,High,Average,3,No,73,High School,Married,2,Senior,Small,36,No,No,No,Good,Low,Stayed
50,Male,19,10663,Poor,Medium,Average,0,No,37,Associate Degree,Divorced,2,Mid,Medium,48,No,No,Yes,Good,Low,Left
57,Female,25,8017,Good,Very High,High,1,Yes,27,High School,Divorced,0,Mid,Small,62,No,No,No,Excellent,Low,Stayed
18,Male,6,9727,Good,High,High,1,Yes,72,High School,Single,0,Senior,Large,30,No,No,No,Good,Medium,Stayed
53,Female,26,4525,Excellent,High,Average,1,Yes,84,Master’s Degree,Single,6,Entry,Medium,85,No,No,No,Poor,High,Stayed
22,Female,1,5844,Fair,Very High,Average,0,No,49,Bachelor’s Degree,Single,0,Senior,Small,30,No,No,No,Good,High,Left
37,Female,13,11308,Excellent,Very High,Below Average,1,Yes,51,Bachelor’s Degree,Married,1,Mid,Medium,60,No,No,No,Good,High,Stayed
27,Male,7,7963,Excellent,High,High,3,No,85,High School,Single,1,Mid,Medium,14,No,No,No,Fair,Medium,Stayed
32,Female,3,8880,Fair,High,Average,0,Yes,47,Master’s Degree,Married,1,Senior,Medium,76,No,No,No,Good,Medium,Stayed
24,Female,3,7611,Good,Medium,Average,0,Yes,46,PhD,Married,3,Entry,Medium,32,No,No,No,Good,High,Stayed
41,Female,19,10413,Excellent,High,Below Average,1,No,61,Associate Degree,Single,0,Mid,Medium,98,No,No,No,Fair,Medium,Left
42,Female,3,8217,Poor,High,Below Average,0,No,84,High School,Married,2,Senior,Small,80,No,No,No,Good,High,Left
18,Female,8,7219,Good,Medium,Average,1,Yes,47,Master’s Degree,Single,2,Mid,Medium,47,Yes,No,Yes,Fair,Medium,Stayed
39,Male,10,10288,Good,High,High,0,No,80,Associate Degree,Married,1,Entry,Large,50,No,No,No,Fair,Medium,Stayed
31,Male,23,8071,Good,Medium,Average,2,No,10,Master’s Degree,Married,0,Entry,Medium,35,No,No,Yes,Good,Medium,Stayed
36,Male,22,6088,Excellent,Very High,Low,0,No,57,Master’s Degree,Single,4,Mid,Medium,53,Yes,No,No,Excellent,Very High,Stayed
47,Female,19,8656,Excellent,High,Below Average,1,Yes,96,Master’s Degree,Single,3,Entry,Medium,45,No,No,No,Fair,High,Left
53,Male,15,9512,Fair,Medium,Average,1,Yes,50,Associate Degree,Divorced,0,Entry,Large,42,No,No,No,Good,Medium,Left
31,Female,7,4448,Fair,High,Average,1,No,7,High School,Divorced,2,Mid,Large,55,No,No,No,Fair,High,Left
56,Male,44,4136,Fair,High,High,2,No,46,High School,Married,2,Senior,Large,53,No,No,No,Fair,Low,Left
38,Male,14,6299,Good,Medium,Average,2,No,53,Bachelor’s Degree,Single,0,Senior,Medium,63,No,No,No,Good,Low,Stayed
34,Female,26,3028,Good,High,Average,0,No,18,Bachelor’s Degree,Married,5,Mid,Medium,38,No,No,No,Fair,Low,Stayed
59,Female,23,4233,Excellent,High,Below Average,3,Yes,19,Master’s Degree,Married,3,Entry,Small,51,No,No,No,Good,Low,Stayed
51,Male,35,7870,Fair,High,Average,1,No,8,Bachelor’s Degree,Married,3,Senior,Medium,84,No,No,No,Poor,Low,Stayed
57,Male,13,9535,Fair,Medium,Average,3,No,65,Bachelor’s Degree,Married,0,Mid,Small,25,No,No,Yes,Poor,Very High,Left
41,Female,5,5239,Good,Medium,Below Average,0,Yes,71,Master’s Degree,Single,4,Mid,Small,36,No,No,No,Good,Low,Left
55,Male,11,8213,Good,High,Average,0,No,97,Associate Degree,Divorced,3,Mid,Medium,31,No,No,No,Good,High,Stayed
25,Female,13,9291,Fair,High,Average,0,No,87,Bachelor’s Degree,Married,0,Entry,Medium,35,No,No,No,Fair,High,Stayed
36,Male,2,6990,Good,Very High,Average,0,Yes,10,Master’s Degree,Married,2,Mid,Small,4,No,No,No,Good,Medium,Left
22,Male,12,8461,Good,Very High,Average,1,No,7,Bachelor’s Degree,Married,3,Entry,Small,87,No,No,No,Good,Low,Left
46,Female,33,11957,Excellent,Very High,Average,1,No,50,High School,Married,0,Entry,Small,86,No,No,No,Good,Medium,Left
23,Female,13,5204,Good,High,Average,1,No,1,Bachelor’s Degree,Single,3,Mid,Large,29,No,No,No,Fair,Low,Left
37,Female,9,9115,Fair,High,Below Average,1,No,81,High School,Married,1,Mid,Medium,60,No,No,No,Excellent,Medium,Left
43,Female,1,5238,Good,High,Average,0,Yes,25,Associate Degree,Married,2,Senior,Medium,33,Yes,No,No,Good,Low,Stayed
27,Male,9,6827,Good,Medium,Below Average,2,No,67,Bachelor’s Degree,Single,3,Mid,Medium,77,No,No,No,Excellent,High,Stayed
55,Female,30,11035,Fair,High,Below Average,3,Yes,20,Associate Degree,Married,2,Entry,Large,71,Yes,No,No,Fair,Very High,Stayed
43,Female,14,8488,Good,High,High,0,No,18,Master’s Degree,Married,5,Entry,Medium,92,No,No,No,Fair,Medium,Stayed
37,Female,29,6509,Excellent,High,Average,0,No,28,Bachelor’s Degree,Single,4,Mid,Medium,97,No,No,No,Good,Very High,Stayed
27,Male,17,7858,Good,Medium,Below Average,0,No,49,Bachelor’s Degree,Married,1,Mid,Large,57,No,Yes,No,Good,Low,Stayed
27,Male,18,8372,Good,High,Average,2,No,74,Bachelor’s Degree,Divorced,1,Mid,Large,96,No,No,No,Good,Medium,Stayed
48,Male,36,5276,Fair,High,Average,4,No,54,Master’s Degree,Married,4,Mid,Medium,66,No,No,Yes,Good,Medium,Stayed
55,Male,30,8852,Poor,Low,Below Average,1,Yes,72,Associate Degree,Married,6,Entry,Small,80,No,No,No,Poor,Low,Left
30,Female,15,5677,Excellent,Very High,Average,1,No,23,High School,Married,0,Senior,Medium,16,No,No,No,Good,Medium,Stayed
38,Female,27,5028,Fair,High,Below Average,0,No,77,Master’s Degree,Divorced,1,Mid,Small,65,No,No,No,Good,Medium,Left
47,Male,14,10778,Good,High,High,0,Yes,8,Bachelor’s Degree,Single,2,Entry,Medium,71,No,No,No,Good,Medium,Left
26,Female,11,9601,Poor,High,Average,1,Yes,94,Master’s Degree,Married,0,Mid,Medium,67,No,No,No,Good,Low,Left
54,Male,10,4773,Good,Medium,High,0,No,59,Associate Degree,Married,1,Entry,Medium,24,No,No,No,Excellent,High,Left
55,Male,45,6613,Poor,Medium,Low,2,No,38,Bachelor’s Degree,Single,3,Entry,Medium,90,No,No,No,Excellent,Medium,Left
38,Female,6,7140,Excellent,High,Average,2,No,28,High School,Married,1,Mid,Medium,46,Yes,No,No,Poor,Low,Left
33,Female,4,6071,Fair,Very High,Average,1,No,54,Bachelor’s Degree,Married,3,Mid,Large,55,No,No,No,Poor,High,Left
28,Male,19,11092,Good,Medium,Low,1,Yes,75,Bachelor’s Degree,Single,1,Entry,Small,87,No,Yes,No,Fair,High,Left
45,Male,35,8063,Poor,High,Average,0,No,25,Bachelor’s Degree,Married,4,Entry,Small,92,No,No,No,Good,Low,Left
54,Female,44,4766,Poor,High,Average,0,No,30,Associate Degree,Divorced,1,Mid,Medium,89,No,No,No,Good,High,Left
41,Female,29,5268,Good,Very High,Average,2,No,31,Bachelor’s Degree,Married,0,Mid,Medium,42,Yes,No,No,Poor,Low,Stayed
45,Male,2,7790,Fair,Very High,Average,2,No,12,Master’s Degree,Married,4,Senior,Medium,41,No,No,No,Good,Low,Stayed
30,Female,16,5083,Fair,Very High,High,1,Yes,43,Master’s Degree,Married,5,Entry,Large,62,No,No,Yes,Good,Low,Stayed
49,Female,14,11673,Poor,High,Average,1,Yes,48,Master’s Degree,Single,1,Entry,Medium,89,No,No,No,Good,High,Left
53,Male,42,3523,Good,Medium,Average,0,No,92,Associate Degree,Single,1,Entry,Large,105,No,No,No,Good,Medium,Left
38,Male,28,6172,Good,High,High,0,No,43,Master’s Degree,Married,2,Mid,Medium,84,No,No,No,Excellent,Low,Stayed
59,Male,32,8110,Fair,Low,Average,0,No,96,Bachelor’s Degree,Married,0,Entry,Medium,74,No,No,No,Good,High,Left
28,Male,10,9747,Excellent,Low,Average,0,No,50,Master’s Degree,Married,0,Senior,Large,33,No,No,No,Good,High,Stayed
59,Male,41,9550,Excellent,Medium,Average,2,No,43,High School,Married,5,Entry,Small,51,No,No,Yes,Good,Low,Stayed
39,Male,4,5293,Good,High,Average,2,No,22,High School,Married,2,Mid,Medium,30,No,No,No,Good,Medium,Stayed
40,Male,19,4625,Fair,High,Below Average,0,No,78,High School,Single,1,Entry,Medium,44,Yes,No,No,Good,Medium,Left
53,Female,41,10188,Good,Medium,Average,0,No,87,Associate Degree,Divorced,1,Entry,Medium,90,Yes,No,No,Good,Low,Left
54,Male,13,6294,Good,Low,Average,1,Yes,76,High School,Married,0,Mid,Small,77,Yes,No,Yes,Fair,Low,Stayed
49,Male,14,8376,Good,High,Average,2,No,24,High School,Married,0,Mid,Large,47,No,No,No,Good,Low,Stayed
48,Male,15,7156,Fair,High,Average,2,No,62,Bachelor’s Degree,Married,1,Mid,Small,51,Yes,No,No,Good,High,Left
25,Male,12,6178,Poor,High,Average,2,No,71,Bachelor’s Degree,Single,3,Entry,Large,57,No,No,No,Good,Medium,Left
29,Male,17,6042,Fair,Very High,Average,2,Yes,15,Associate Degree,Married,1,Mid,Small,42,Yes,No,No,Good,Low,Stayed
48,Male,14,4751,Fair,High,Average,2,No,35,Master’s Degree,Married,1,Mid,Large,45,No,No,No,Good,Low,Stayed
23,Female,4,10209,Fair,Very High,Below Average,1,Yes,13,Master’s Degree,Single,1,Mid,Small,77,No,No,No,Fair,High,Left
42,Male,12,11458,Fair,High,Average,1,No,22,High School,Married,0,Entry,Small,18,No,No,No,Good,High,Stayed
47,Female,36,4655,Good,High,High,1,No,34,Bachelor’s Degree,Single,0,Entry,Small,107,No,No,No,Good,Very High,Left
38,Male,15,8804,Excellent,High,Average,2,No,75,Bachelor’s Degree,Single,3,Entry,Medium,77,Yes,No,No,Good,Medium,Stayed
32,Male,11,10861,Good,High,Below Average,0,No,43,PhD,Single,2,Mid,Large,68,No,No,No,Good,High,Left
59,Male,35,6379,Excellent,Medium,Average,0,No,2,Master’s Degree,Married,0,Entry,Small,109,No,No,No,Good,Medium,Stayed
49,Female,41,4827,Good,Very High,Average,0,No,27,Associate Degree,Married,2,Entry,Large,89,No,No,Yes,Good,Low,Left
24,Male,10,4205,Good,Very High,Average,0,Yes,68,Bachelor’s Degree,Married,1,Entry,Small,52,No,No,No,Good,Medium,Stayed
21,Female,7,7383,Good,Medium,Average,1,Yes,94,PhD,Single,1,Mid,Small,45,No,No,No,Good,High,Left
27,Female,19,7249,Excellent,Very High,Average,0,No,76,Bachelor’s Degree,Married,2,Entry,Medium,65,No,No,No,Excellent,Low,Left
43,Male,7,7222,Good,Medium,Average,2,No,42,Associate Degree,Married,0,Mid,Medium,34,No,No,No,Good,High,Stayed
49,Male,2,4814,Good,High,Average,0,No,39,Master’s Degree,Single,4,Entry,Small,16,No,No,No,Good,High,Stayed
53,Female,25,6120,Excellent,Low,Average,2,No,68,Master’s Degree,Single,4,Mid,Large,96,No,No,No,Fair,Low,Stayed
55,Male,37,6816,Good,High,High,0,No,60,Bachelor’s Degree,Divorced,0,Mid,Medium,68,No,No,No,Good,Low,Left
26,Female,10,6195,Good,Very High,High,0,No,77,Master’s Degree,Married,0,Mid,Small,77,No,No,No,Good,Medium,Stayed
33,Female,11,6468,Excellent,Very High,Average,0,Yes,15,High School,Married,0,Entry,Medium,15,No,No,No,Good,Low,Left
29,Male,14,6835,Fair,Medium,Average,2,No,46,Master’s Degree,Divorced,1,Senior,Medium,47,No,No,No,Good,High,Stayed
46,Male,31,6244,Fair,Medium,High,1,No,5,Bachelor’s Degree,Single,2,Entry,Large,58,No,No,No,Good,High,Stayed
35,Female,1,6983,Good,High,Average,0,No,50,Bachelor’s Degree,Married,1,Senior,Medium,31,No,No,No,Good,Low,Stayed
22,Male,11,6224,Good,Medium,Low,0,No,84,Master’s Degree,Single,1,Mid,Small,65,No,No,No,Good,High,Left
47,Female,37,5356,Fair,Low,Average,0,Yes,71,Bachelor’s Degree,Divorced,6,Mid,Small,74,No,No,No,Poor,Medium,Left
32,Female,12,7518,Good,High,Average,0,Yes,74,Master’s Degree,Married,0,Entry,Medium,67,No,No,No,Excellent,Low,Stayed
27,Male,5,9127,Fair,High,Average,1,No,81,Associate Degree,Single,1,Mid,Small,79,No,Yes,Yes,Good,High,Left
45,Male,6,6288,Excellent,Medium,Average,3,No,88,PhD,Single,2,Senior,Medium,29,No,No,Yes,Good,Medium,Stayed
45,Female,27,3745,Fair,Medium,Below Average,2,Yes,76,Bachelor’s Degree,Married,4,Mid,Medium,50,No,No,No,Poor,Very High,Left
47,Female,34,7862,Fair,High,Average,1,No,34,Master’s Degree,Married,3,Entry,Medium,62,No,No,Yes,Good,High,Left
24,Female,8,5627,Excellent,High,High,0,No,73,Master’s Degree,Divorced,5,Entry,Medium,53,No,No,No,Good,Very High,Left
19,Female,8,6782,Poor,Medium,High,1,Yes,25,Bachelor’s Degree,Married,1,Senior,Medium,72,No,No,Yes,Good,Medium,Left
23,Female,9,6466,Good,High,Low,1,No,90,Bachelor’s Degree,Married,0,Mid,Small,10,Yes,No,No,Poor,Low,Stayed
29,Female,2,4623,Good,High,High,1,Yes,83,Bachelor’s Degree,Married,0,Senior,Large,31,No,No,No,Good,High,Stayed
40,Male,31,7364,Fair,High,Average,2,No,79,Bachelor’s Degree,Married,0,Entry,Small,41,No,No,No,Excellent,High,Left
33,Female,11,10494,Good,Medium,High,3,No,75,Bachelor’s Degree,Married,1,Entry,Small,16,No,No,No,Good,Medium,Stayed
